"TAC","MODEL_ID","MANU_ID","MODEL_NAME","MANU_NAME"
"86320502","M104493","C10231","LENOVO A398T+","联想                                  "
"86318402","M104552","C10231","LENOVO A788T","联想                                   "
"86266302","M100024","C10035","2013021","小米                                        "
"86459502","M100030","C10035","2013061","小米                                        "
"86469002","M100031","C10035","2013062","小米                                        "
"86724402","M100054","C10035","2014811","小米                                        "
"35972601","M160307","C10385","SGH-F218","三星                                       "
"35580702","M158931","C10107","S8555","金鹏                                          "
"86059301","M164432","C10242","SUNUPMCT999","三普                                    "
"86193900","M164449","C10242","SUNUPOK111","三普                                     "
"86843100","M136308","C10036","HS-T30","海信                                         "
"35431605","M102535","C10385","GT-I9300","三星                                       "
"35506505","M102537","C10385","GT-I9308","三星                                       "
"35774705","M102539","C10385","GT-I9500","三星                                       "
"86577302","M108055","C10199","ZTE N918ST","中兴                                     "
"99000227","M100136","C10135","A1429","苹果                                          "
"86245802","M105927","C10023","S4","果冻                                             "
"99000230","M100136","C10135","A1429","苹果                                          "
"99000279","M100136","C10135","A1429","苹果                                          "
"01355100","M100136","C10135","A1429","苹果                                          "
"99000286","M100136","C10135","A1429","苹果                                          "
"01347700","M100136","C10135","A1429","苹果                                          "
"01347300","M100136","C10135","A1429","苹果                                          "
"01335300","M100136","C10135","A1429","苹果                                          "
"86016602","M103490","C10336","HAIPAI NOBLE H6","宏达                                "
"86113002","M105026","C10438","MZT002","明智通                                       "
"86448402","M105127","C10791","NFT N1","南俘电讯                                     "
"86329002","M107217","C10561","UNC-E7","友利通                                       "
"35924606","M100140","C10135","A1524","苹果                                          "
"35204307","M100140","C10135","A1524","苹果                                          "
"35437806","M100140","C10135","A1524","苹果                                          "
"35802605","M100142","C10135","A1528","苹果                                          "
"86885700","M128608","C10526","FDTC876","锋达通                                      "
"86676802","M103704","C10789","JXD-T3","金星数码                                     "
"86416002","M105178","C10428","NOAIN M8","微兴                                       "
"86266602","M107483","C10119","VOTO VT818","άͼ                                     "
"35204406","M100144","C10135","A1530","苹果                                          "
"35695606","M100148","C10135","A1586","苹果                                          "
"35573502","M110071","C10529","1200","诺基亚                                         "
"35767401","M111431","C10529","6120C","诺基亚                                        "
"86822302","M181881","C10305","GIONEE F103S","金立                                   "
"86145103","M181895","C10150","HUAWEI NXT-AL10","华为                                "
"86923102","M181895","C10150","HUAWEI NXT-AL10","华为                                "
"35753806","M162225","C10385","SM-G720N0","三星                                      "
"35568306","M162243","C10385","SM-G800Y","三星                                       "
"35328506","M162270","C10385","SM-G900H","三星                                       "
